log2(PTR):genome_id/sample_id,A10_0_A_CKDL220033467-1A_HMLGCDSX5_L2,A11_0_A_CKDL220033467-1A_HMLGCDSX5_L2,A12_0_A_CKDL220033467-1A_HMLGCDSX5_L2,A1_0_A_CKDL220033466-1A_HMLGCDSX5_L2,A3_0_A_CKDL220033466-1A_HMLGCDSX5_L2,A5_0_A_CKDL220033466-1A_HMLGCDSX5_L2,A6_0_A_CKDL220033466-1A_HMLGCDSX5_L2,A7_0_A_CKDL220033466-1A_HMLGCDSX5_L2,A8_0_A_CKDL220033467-1A_HMLGCDSX5_L2,A9_0_A_CKDL220033467-1A_HMLGCDSX5_L2,B10_0_B_CKDL220033467-1A_HMLGCDSX5_L2,B11_0_B_CKDL220033467-1A_HMLGCDSX5_L2,B12_0_B_CKDL220033467-1A_HMLGCDSX5_L2,B1_0_B_CKDL220033466-1A_HMLGCDSX5_L2,B3_0_B_CKDL220033466-1A_HMLGCDSX5_L2,B5_0_B_CKDL220033466-1A_HMLGCDSX5_L2,B6_0_B_CKDL220033466-1A_HMLGCDSX5_L2,B7_0_B_CKDL220033466-1A_HMLGCDSX5_L2,B8_0_B_CKDL220033467-1A_HMLGCDSX5_L2,B9_0_B_CKDL220033467-1A_HMLGCDSX5_L2,C10_15_A_CKDL220033467-1A_HMLGCDSX5_L2,C11_15_A_CKDL220033467-1A_HMLGCDSX5_L2,C12_15_A_CKDL220033467-1A_HMLGCDSX5_L2,C1_15_A_CKDL220033466-1A_HMLGCDSX5_L2,C3_15_A_CKDL220033466-1A_HMLGCDSX5_L2,C5_15_A_CKDL220033466-1A_HMLGCDSX5_L2,C6_15_A_CKDL220033466-1A_HMLGCDSX5_L2,C7_15_A_CKDL220033466-1A_HMLGCDSX5_L2,C8_15_A_CKDL220033467-1A_HMLGCDSX5_L2,C9_15_A_CKDL220033467-1A_HMLGCDSX5_L2,D10_15_B_CKDL220033467-1A_HMLGCDSX5_L2,D11_15_B_CKDL220033467-1A_HMLGCDSX5_L2,D12_15_B_CKDL220033467-1A_HMLGCDSX5_L2,D1_15_B_CKDL220033466-1A_HMLGCDSX5_L2,D3_15_B_CKDL220033466-1A_HMLGCDSX5_L2,D5_15_B_CKDL220033466-1A_HMLGCDSX5_L2,D6_15_B_CKDL220033466-1A_HMLGCDSX5_L2,D7_15_B_CKDL220033466-1A_HMLGCDSX5_L2,D8_15_B_CKDL220033467-1A_HMLGCDSX5_L2,D9_15_B_CKDL220033467-1A_HMLGCDSX5_L2,E10_30_A_CKDL220033467-1A_HMLGCDSX5_L2,E11_30_A_CKDL220033467-1A_HMLGCDSX5_L2,E12_30_A_CKDL220033467-1A_HMLGCDSX5_L2,E1_30_A_CKDL220033466-1A_HMLGCDSX5_L2,E3_30_A_CKDL220033466-1A_HMLGCDSX5_L2,E5_30_A_CKDL220033466-1A_HMLGCDSX5_L2,E6_30_A_CKDL220033466-1A_HMLGCDSX5_L2,E7_30_A_CKDL220033466-1A_HMLGCDSX5_L2,E8_30_A_CKDL220033467-1A_HMLGCDSX5_L2,E9_30_A_CKDL220033467-1A_HMLGCDSX5_L2,F10_30_B_CKDL220033467-1A_HMLGCDSX5_L2,F11_30_B_CKDL220033467-1A_HMLGCDSX5_L2,F12_30_B_CKDL220033467-1A_HMLGCDSX5_L2,F1_30_B_CKDL220033466-1A_HMLGCDSX5_L2,F3_30_B_CKDL220033466-1A_HMLGCDSX5_L2,F5_30_B_CKDL220033466-1A_HMLGCDSX5_L2,F6_30_B_CKDL220033466-1A_HMLGCDSX5_L2,F7_30_B_CKDL220033466-1A_HMLGCDSX5_L2,F8_30_B_CKDL220033467-1A_HMLGCDSX5_L2,F9_30_B_CKDL220033467-1A_HMLGCDSX5_L2,G10_45_A_CKDL220033467-1A_HMLGCDSX5_L2,G11_45_A_CKDL220033467-1A_HMLGCDSX5_L2,G12_45_A_CKDL220033467-1A_HMLGCDSX5_L2,G1_45_A_CKDL220033466-1A_HMLGCDSX5_L2,G3_45_A_CKDL220033466-1A_HMLGCDSX5_L2,G5_45_A_CKDL220033466-1A_HMLGCDSX5_L2,G6_45_A_CKDL220033466-1A_HMLGCDSX5_L2,G7_45_A_CKDL220033466-1A_HMLGCDSX5_L2,G8_45_A_CKDL220033467-1A_HMLGCDSX5_L2,G9_45_A_CKDL220033467-1A_HMLGCDSX5_L2,H10_45_B_CKDL220033467-1A_HMLGCDSX5_L2,H11_45_B_CKDL220033467-1A_HMLGCDSX5_L2,H12_45_B_CKDL220033467-1A_HMLGCDSX5_L2,H1_45_B_CKDL220033466-1A_HMLGCDSX5_L2,H3_45_B_CKDL220033466-1A_HMLGCDSX5_L2,H5_45_B_CKDL220033466-1A_HMLGCDSX5_L2,H6_45_B_CKDL220033466-1A_HMLGCDSX5_L2,H7_45_B_CKDL220033466-1A_HMLGCDSX5_L2,H8_45_B_CKDL220033467-1A_HMLGCDSX5_L2,H9_45_B_CKDL220033467-1A_HMLGCDSX5_L2
NC_000913.3,0.33264861247255534,0.2905561836458968,0.41856462045949255,1.2717126923880273,1.6424537075930359,1.424146302719835,1.4109956711132945,1.0297914855960038,0.6388297186308131,0.48078218433378206,0.2939017009947625,0.2820383456073861,0.38450872926144275,1.294128702172397,1.7020720243785152,1.3315923118235269,1.3466705476916814,1.0782996911471747,0.632524723759089,0.40639387875748945,0.30768108834221325,0.2824437750914143,0.42479463341006046,1.1334730694082178,1.6985883514325115,1.4952189328801135,1.314991485660119,1.04095921443532,0.6683901843787973,0.40076714434208716,0.31770524473028344,0.28501581498930006,0.3509528979329941,1.128908105727407,1.6965968590482332,1.5112073539681796,1.281044888011669,1.2843589228684604,,0.3687678455066609,0.34993262056528723,0.27902091633842424,0.41360979349376303,0.7396596475124164,1.6130814931401876,1.7643565748862635,1.498743733658565,1.5018030239170126,0.6024465461780109,0.438151689163384,0.33031676308269237,0.28100523577269,0.41929344952409503,0.7181166258571713,1.5967405524293876,1.7110874926743769,1.5466898208925797,1.1344733386589556,0.6368160001311203,0.46507807313785227,0.30813018646831003,0.32393959201314576,0.3509266730465432,0.5184613420200285,1.4606311171039483,1.7283964482855187,1.5522192475013321,1.3174804502111124,0.7265127615660923,0.44613409691246275,0.34589194971897913,0.2991928939316566,0.3889266809784168,0.3450780873953625,1.3126385075841067,1.4559185090116562,1.1011309908870797,1.3547758114172008,0.8938297393255363,0.4811478482422786
